symbol,timestamp,open,high,low,close,volume,Quote asset volume,Number of trades,bid_ask_spread,volume_24h,num_trades_24h,daily_return,ma_7,ma_30,volatility,rsi,volume_to_price_ratio,target
BTCUSDT,2020-01-30,0.07381642536900787,0.07502708771724999,0.07413486398152816,0.07551453737079962,0.01230581343282853,0.029991294898421707,0.027810125621669103,0.0,4.888943991720324e-05,0.5225350540183018,0.022757546339150503,0.07184314454759445,0.06995238792853362,0.10022525882412818,0.6508522772557077,0.0001792692733928838,0
BTCUSDT,2020-01-31,0.07550208200071185,0.0746481253776834,0.07418014927071985,0.07422735091374824,0.009070865242464763,0.02173124801396901,0.02112621309376764,0.0,0.00013386815334762853,0.5242087924675487,-0.01685235582942035,0.07290799622759435,0.0705637121955663,0.1154925341192779,0.5713604953743008,0.0001367992891220263,1
BTCUSDT,2020-02-01,0.07421899180631979,0.0741271116462868,0.07475731312704272,0.07448202627812991,0.0054283526082118845,0.01268079027377215,0.014935077265308978,4.46377310114876e-13,0.00014101497321953455,0.5244910515649672,0.0033914650979538497,0.07412448519176978,0.0712508426715451,0.10601746165522553,0.5767524243126133,8.520994927520635e-05,0
BTCUSDT,2020-02-02,0.07448153513500147,0.07422625415873096,0.07344834875363827,0.07405569393737749,0.00910067027403362,0.02186243830688886,0.02231786201074727,4.46377310114876e-13,0.00016826331027236519,0.5253518451480192,-0.005658199967819688,0.07495935249225093,0.0718151566353533,0.10710490733568184,0.6243693021218195,0.00013753540472706343,0
BTCUSDT,2020-02-03,0.07405745138512482,0.0753506095638578,0.07437519309257061,0.07374040069780409,0.01021682221882728,0.024636337891964136,0.025332612693724,0.0,0.00018139535538705398,0.5258298489962163,-0.004208322125786812,0.07540756452624359,0.0723657160588139,0.09975447364698009,0.6307999084678555,0.00015394163550131089,0
BTCUSDT,2020-02-04,0.07373437054273488,0.07321872829026833,0.07322891429128929,0.07297589287320058,0.010735290827767134,0.02548351360160288,0.027767781759203553,0.0,0.0001842931209089238,0.5259603454967352,-0.01024726007937804,0.07520110524867281,0.07288790851822831,0.046518578513613365,0.583780254480769,0.00016296972728316534,1
BTCUSDT,2020-02-05,0.07297700931354395,0.07634726941295657,0.07391355957007431,0.0763080293714882,0.013216480777691195,0.03251096387871486,0.036555985764787385,4.46377310114876e-13,0.0001873701292642721,0.5261623734123533,0.04512548629882285,0.07556290710136487,0.07341458071951142,0.0899341936737616,0.6671009256206902,0.00018989629023722163,1
BTCUSDT,2020-02-06,0.07630906151036923,0.07728412649854897,0.0767520610091221,0.07759232543978872,0.013233496162200507,0.03352741010666397,0.03790708578886384,0.0,0.00018811856954505102,0.5262329381867077,0.016641628624100457,0.07586444554282629,0.07387667873426368,0.08641774662214403,0.7744981104992563,0.00018700303294632916,1
BTCUSDT,2020-02-07,0.07759343632043679,0.0774620278228788,0.07840777898827624,0.07792736966915968,0.008730538612192688,0.022016346030586866,0.031295488638579325,4.46377310114876e-13,0.00019422308583207787,0.5267220584034673,0.004270364306180774,0.07640140978164184,0.07437599809188562,0.07632613138484137,0.7751942102942042,0.00012576702240601215,1
BTCUSDT,2020-02-08,0.07792960418502097,0.07789825487763315,0.07789646986129856,0.07858027637254927,0.008652153574130697,0.021846231062783154,0.026817889831988156,4.46377310114876e-13,0.0002005420848133696,0.5268153392353199,0.008286349838440676,0.07699616723772423,0.07496608832564723,0.07600100130623343,0.8176554611264313,0.0001236829205704228,1
BTCUSDT,2020-02-09,0.07858130577490147,0.07969075150262374,0.07963340867331176,0.08064128412906807,0.008610872502475084,0.022400823458407437,0.028291654732644493,0.0,0.0002118474762422759,0.5270584493825825,0.025942264061323606,0.077951899264558,0.07552136326686433,0.07619078661571516,0.8162507866713152,0.00011999796405540812,0
BTCUSDT,2020-02-10,0.08064215047233311,0.07986524232452548,0.07861916453926081,0.07823326914529279,0.012079704164166361,0.031164703848204495,0.03844491900446139,4.46377310114876e-13,0.00021697827363818117,0.5274644384953078,-0.02954367473588293,0.07860392560428284,0.07604172349196976,0.1020775264438812,0.6818335488589256,0.00017005481545227392,1
BTCUSDT,2020-02-11,0.07823365665771745,0.08094066098550988,0.07816387258329403,0.08121398254462119,0.01269114975117576,0.03316717077980315,0.0397590343111656,4.46377310114876e-13,0.00024395361183463665,0.527648100236779,0.03768335426007141,0.07979947617905736,0.07662068112688329,0.10468787127764484,0.6683232693700077,0.0001717259015163599,1
BTCUSDT,2020-02-12,0.08121508906360912,0.08194326938535527,0.08241662466056358,0.08204400584757761,0.012387642430223085,0.033441921614778346,0.04951697892949555,4.46377310114876e-13,0.0002447878451931132,0.5276940156721466,0.01011241230627169,0.08063190824114964,0.07725020842872551,0.086657927581538,0.706419879908753,0.00016612675701487212,0
BTCUSDT,2020-02-13,0.08203603876873763,0.08233983943513196,0.08125335371306851,0.08126657156217162,0.01632250531797599,0.04410623254856493,0.054488876168086876,0.0,0.00027847047165719535,0.5280937216200319,-0.009376882300420442,0.08116513223344451,0.07765347609845515,0.09151861742543337,0.6436793971265843,0.00021837266163064238,1
BTCUSDT,2020-02-14,0.08125282464907714,0.08140044430122095,0.0815083985105449,0.08218772239935668,0.009389850499225163,0.0249851502235395,0.03394601594206725,0.0,0.0002808748217029214,0.5279419590231322,0.011215459405667705,0.08178341479147486,0.07808609644588245,0.09164019078856635,0.7157148281539691,0.00012766638777143884,0
BTCUSDT,2020-02-15,0.08218882774564322,0.08134841431069026,0.0789850241467341,0.07865791542594054,0.01166856703102233,0.03063387344550913,0.04171816573533326,0.0,0.00028080788319494177,0.5277060986814539,-0.04250045435387029,0.08179468213847023,0.07842263385801064,0.1256295247411457,0.5780406850602351,0.00016367467674497445,1
BTCUSDT,2020-02-16,0.07865693752279691,0.07877070898714185,0.07766077497195077,0.07875867758933872,0.012176467899311273,0.031307861051886945,0.03962009351245052,4.46377310114876e-13,0.0002807278517674705,0.5277167317296443,0.0012670726683845501,0.08152146936458456,0.07870783462140635,0.11507151487220893,0.5937289635697987,0.00017021215863423332,0
BTCUSDT,2020-02-17,0.07870703753414168,0.07808987752568523,0.07615302687848582,0.07706242083546366,0.01437327158338293,0.036327067635264665,0.04425065952219848,0.0,0.0002837461334020755,0.5278568946376088,-0.021303241718739208,0.08135155031470505,0.07893225917853657,0.10926706108145828,0.551597073546309,0.00020374798790134967,1
BTCUSDT,2020-02-18,0.07706353235429027,0.08035698918624856,0.07715580741150263,0.08074533812409916,0.01444690146074077,0.03729505722549814,0.040635221452776905,4.46377310114876e-13,0.00028454478234925945,0.5275959016365714,0.04726045744900054,0.0812835384176916,0.07934785252992016,0.1217424398568468,0.638917496078357,0.00019546840251483862,0
BTCUSDT,2020-02-19,0.08074700722684636,0.08035698918624856,0.07531829785850176,0.07616150271953467,0.01113323684497608,0.02872979257407296,0.03172627127688116,0.0,0.00028563419364592557,0.5276485835571512,-0.0561668753953628,0.08042984171416545,0.07961812555487582,0.15204601557265987,0.466270901581454,0.00016165757738928938,1
BTCUSDT,2020-02-20,0.07616952013261731,0.07598678723770956,0.07572480853347209,0.07618261861513126,0.012204009646199387,0.03035684901415532,0.03692841326762889,0.0,0.0002856538713085499,0.5276311840237486,0.00027413566484146834,0.07969203439348932,0.07986253424900432,0.1531018688130136,0.4385270517402785,0.00017631002563479206,1
BTCUSDT,2020-02-21,0.07619007398342541,0.07643499070796717,0.07694604790321793,0.07682998540674836,0.008347582327653251,0.02072699858828545,0.023908469506894476,0.0,0.00029891510372387353,0.5278883104618082,0.00840209161333072,0.0789144942359422,0.08014509318618705,0.15188560246491492,0.4456487682797703,0.00012234308029531067,0
BTCUSDT,2020-02-22,0.07683109720550327,0.07606744958583413,0.07702580529764712,0.07661970962512302,0.004582570320444368,0.010924367054901322,0.013941915203636596,4.46377310114876e-13,0.00029932088851958305,0.5278979768692538,-0.002706403294392312,0.07861870016063253,0.08049913766815465,0.1357926884406281,0.42626825567625487,7.129192863361406e-05,1
BTCUSDT,2020-02-23,0.07662074138863904,0.07829482492740983,0.07771671084082668,0.07891226963601657,0.007386315098115139,0.018633086407102546,0.022011993766718797,4.46377310114876e-13,0.00031188193686763205,0.5283493980969745,0.02958700053673957,0.07864099016559854,0.08092450009517961,0.14754931279330444,0.43170836932582274,0.00010638471431707855,0
BTCUSDT,2020-02-24,0.07891337892701995,0.07829482492740983,0.07632286703848842,0.0766620217048926,0.011269291560130413,0.028408376500364294,0.03176755654278507,4.46377310114876e-13,0.00031278823870839467,0.5284460621714331,-0.028206392657300516,0.07858288234815705,0.08129820487738385,0.15164082891604627,0.4349199685617594,0.00016246421737809783,0
BTCUSDT,2020-02-25,0.0766582361086679,0.07579643361381674,0.07450527650856112,0.0739298817381385,0.010965157565256328,0.026850532393430018,0.03108575419480466,0.0,0.0003104180757302344,0.528411263104628,-0.03524082629376357,0.07759379105095335,0.08149729062825614,0.1263192313751462,0.3082328906841489,0.00016413016484682105,0
BTCUSDT,2020-02-26,0.07393613549226916,0.07343636593358578,0.06949405681393193,0.06966985016224717,0.019066304166588745,0.044979482766198634,0.05040110554531915,0.0,0.00031380473928820096,0.528568825545995,-0.056955679788403435,0.0766516916983539,0.08146254351187196,0.127283840353397,0.22954794868912393,0.00029555494312267393,1
BTCUSDT,2020-02-27,0.06967699222012662,0.07021883449172767,0.06865965300248784,0.06997462559831047,0.014850221585466603,0.033855276597669175,0.03886425556744051,4.46377310114876e-13,0.0003156204247826491,0.5285635090218999,0.00432087874562459,0.07575075836119875,0.08130602241043565,0.12884139726706628,0.2467198457196278,0.0002313402336387175,0
BTCUSDT,2020-02-28,0.06997606680708052,0.06964959784227821,0.06796045464153888,0.06892846544765058,0.014565161107493589,0.03263292029576943,0.03615696102333471,0.0,0.0003225228817741316,0.5289801311828155,-0.014767867930152279,0.07460405237650136,0.08113313334917216,0.12241110517140016,0.20913315124513854,0.00023050151756566468,0
BTCUSDT,2020-02-29,0.0689126458932001,0.06877714373276952,0.06859908291191726,0.0675691798489804,0.007181612210635514,0.015577109299457792,0.020175328732275705,0.0,0.00032578374611150207,0.5290057471625471,-0.01947564164359228,0.0732905966473875,0.08085202031472319,0.12003205646148815,0.2329739225974365,0.00012099801249575248,1
BTCUSDT,2020-03-01,0.0675703028007753,0.06845988769294818,0.06768402738255906,0.06763557850167386,0.008714677341150206,0.018857808528866416,0.024002419951739906,4.46377310114876e-13,0.00034771930567253223,0.5291541265168407,0.0009702461750360492,0.07165406984263699,0.08061879819223638,0.08759738480642601,0.2319176335118367,0.00014454759587887426,1
BTCUSDT,2020-03-02,0.06762401579370743,0.07017108745773455,0.06839135595700743,0.07071352136703828,0.012257438202655301,0.02765198283534293,0.03012348992027511,0.0,0.0003473843451489225,0.5290212134144605,0.04493265259239476,0.07079079531157186,0.08048546550733408,0.14144644546713084,0.34086759009507395,0.00019063664611358952,0
BTCUSDT,2020-03-03,0.07068204340925119,0.06980544987184045,0.06963527862241663,0.06946768352683952,0.01113160815789373,0.025084212685850014,0.026698069933667676,0.0,0.0003471955888929429,0.528901349962132,-0.017405027795101446,0.07014321998172522,0.08032313806957589,0.13383669302144713,0.21807751334615938,0.00017710077526411042,0
BTCUSDT,2020-03-04,0.06946880419221481,0.06923946509679918,0.06970845054391128,0.06939381803653967,0.007599706031523033,0.01674049710911579,0.022864296323408133,4.46377310114876e-13,0.0003472011782679335,0.5287892196357604,-0.0010502199183338723,0.0701031608928213,0.08016935253657301,0.09182477476605837,0.2838353075423665,0.00012412631437555183,1
BTCUSDT,2020-03-05,0.0693959022526298,0.07170716188853954,0.07041203922014992,0.07183306527653956,0.011785448650261276,0.027376142426388063,0.03376354035975478,0.0,0.00034642002483012413,0.5287462041226263,0.034717690926730604,0.07037286645735269,0.08012891839214753,0.10991286829095936,0.36320702094271373,0.00018082163706952773,1
BTCUSDT,2020-03-06,0.0718338619393024,0.07179107611107229,0.0723548350379681,0.07245289308644703,0.008691232121098444,0.020113354861574808,0.02540486190905584,0.0,0.00034643397912589163,0.5294141528771337,0.008525977726435263,0.07088434808202256,0.07999252062070349,0.10336776462625075,0.3624014125585786,0.0001346552777592278,0
BTCUSDT,2020-03-07,0.07244606159716106,0.07193384132899189,0.07113123790630742,0.07048405661565024,0.009043007087128869,0.020824386905447682,0.024887737488695348,0.0,0.00035122966286463275,0.5295156501553153,-0.026853178096952535,0.07130736879832754,0.0797410244465735,0.11043000088547653,0.33055034835040914,0.00014360878470269053,0
BTCUSDT,2020-03-08,0.07047385538133938,0.06954458609309735,0.06434250963430299,0.0636326309474566,0.015934724207508588,0.03500211444648679,0.041781681529031583,0.0,0.00035605038394062594,0.529593464735254,-0.09602595350784204,0.07072644209807089,0.0792352652824732,0.21122021063764726,0.17942463933588831,0.0002719543206622846,0
BTCUSDT,2020-03-09,0.06364540046970367,0.06393351645880711,0.061350672368656406,0.0628021259130417,0.024396506518502614,0.05003573047758991,0.05425280913484145,0.0,0.00035618954406443915,0.5297805097193313,-0.012876385948008995,0.06957830293480016,0.07867702183760818,0.18162783557940268,0.1924698462410374,0.000416064756305818,0
BTCUSDT,2020-03-10,0.0628032546059293,0.06369311569463249,0.06213117286459944,0.0625186269497278,0.017918889986458107,0.03688341689455621,0.04156910210699752,0.0,0.0003540099175199096,0.5298858735604908,-0.004452784219665551,0.06856982294535209,0.0780358278903286,0.18265221494957548,0.21853199926343786,0.0003098539714498015,1
BTCUSDT,2020-03-11,0.06251983627252063,0.06235270892638732,0.06100912209954634,0.06283946010107369,0.01645084390910308,0.03313816361671519,0.03904653266289767,0.0,0.00035392266967336494,0.5298119255435303,0.005061713382379818,0.06761862349140477,0.07749118274877712,0.18452102695978537,0.2903438307043572,0.0002839189111230857,0
BTCUSDT,2020-03-12,0.06284107047987703,0.062243017650619084,0.035155043171433684,0.03767284524730167,0.05541325666545936,0.09078671138016162,0.10993353270676327,0.0,0.0003564554030685285,0.5298501078529414,-0.3950484717412017,0.0626611306357417,0.07595066286714865,0.6901202546119184,0.08693741718973454,0.0015390550864099622,1
BTCUSDT,2020-03-13,0.0376740844925451,0.0462916219104318,0.030050326021561328,0.043924113806809,0.08560581902448931,0.11577398540589774,0.1455961952980978,0.0,0.00035598445994249744,0.5299796377127155,0.1622083333333335,0.058520899122638366,0.07460195093127668,0.8071256303321833,0.20379680301556619,0.002037007643545897,0
BTCUSDT,2020-03-14,0.04390479167267158,0.04379735492535639,0.0404000878063058,0.04066006202131952,0.028675788381995575,0.03957899670180234,0.06595632190889308,0.0,0.00035730602171807346,0.5300468192444643,-0.07287491485318898,0.05419269983111796,0.07316526050116544,0.8058148331577474,0.1939453873053294,0.0007473571651971409,1
BTCUSDT,2020-03-15,0.040664589496645025,0.04617265089549879,0.04070879201287827,0.04217944304135698,0.029320860873632774,0.040560956879680775,0.06143009382275164,0.0,0.0003610928615550568,0.5300463359240917,0.03658890268094339,0.05107931163617492,0.07174973592816496,0.8183060096676286,0.21583479653192017,0.0007367950288550869,0
BTCUSDT,2020-03-16,0.04217280858816964,0.0416154265114851,0.03541618562903462,0.03951121278142753,0.0480679785123232,0.06122542439001906,0.0991731633068466,0.0,0.0003612311985859845,0.5299709379460142,-0.06198683155204898,0.047699224056147044,0.07036469462085436,0.816860818014568,0.15623798141811146,0.0012765579966159066,1
BTCUSDT,2020-03-17,0.0395114863509183,0.042881119482352355,0.03931324086570514,0.04178875882853188,0.031504095211516495,0.042822531257547744,0.06351440429033309,0.0,0.00036189912889691284,0.5300279697499448,0.05640717681751939,0.044690807452808234,0.0690566696493358,0.8362987583281889,0.19684482707235157,0.0007976804975837876,1
BTCUSDT,2020-03-18,0.04178991282838892,0.0421765731319191,0.04002804923657296,0.042434278982891475,0.028722462393098447,0.03860852271827846,0.056476457374848583,4.46377310114876e-13,0.0003609348085781214,0.5299810876738325,0.015133718829056564,0.0417295109645152,0.06783149859733799,0.8385084922980747,0.206679443761072,0.0007178386905284033,1
BTCUSDT,2020-03-19,0.04243719855188487,0.04982109535344424,0.04200499195108864,0.04861112003206406,0.04200439364610068,0.06415625856678721,0.08563847696801538,4.46377310114876e-13,0.0003562908036318438,0.5298370582028893,0.14265238158812088,0.04331692518644722,0.06669456454085407,0.4244397776531269,0.2574594171326626,0.000912005854114062,1
BTCUSDT,2020-03-20,0.04860969658421495,0.05378679585121104,0.04539911218068587,0.04898036719498692,0.04635581851746379,0.07776251118343877,0.09731353995947296,0.0,0.00035631461590061864,0.5299748045089925,0.0074630377598228215,0.04405071261600299,0.06573287446383853,0.33894932969082814,0.2542575646576385,0.000997563341606546,0
BTCUSDT,2020-03-21,0.04895108319998086,0.05027302658216974,0.0469440153498431,0.048808710218616165,0.026959792651719782,0.042926689243270554,0.05833766861706468,0.0,0.0003574212355812456,0.5301995484821083,-0.0034437435973430075,0.04523328302060911,0.06476436393011611,0.2889178963667683,0.2644395629695191,0.0005880855531993926,0
BTCUSDT,2020-03-22,0.048810337495033156,0.04988351547927909,0.04591952714678288,0.04583169009380276,0.024857267618032912,0.03878922791523001,0.055776195749324596,0.0,0.0003551518919114871,0.5301256004651478,-0.05993069316532462,0.04576331440372431,0.06366761972014981,0.3266306380333071,0.28874258581317935,0.0005780170260209648,1
BTCUSDT,2020-03-23,0.04583171518593166,0.05140737555255096,0.045545456023675185,0.05105943988119861,0.034633799434922764,0.05558962294876112,0.06551177751528994,0.0,0.0003545710945969255,0.5302686632953462,0.11194957523739779,0.04743924779331281,0.0627632771566696,0.32424002375001243,0.3593353175655536,0.0007188498369388972,1
BTCUSDT,2020-03-24,0.05104404328930019,0.053255391984510285,0.05110107481422463,0.05328672527946849,0.03172900788564003,0.05480680503320376,0.05977305939236161,0.0,0.0003559454874511453,0.5302807463046535,0.04289418630002273,0.04910788711959304,0.06185662512575803,0.3223678915558347,0.3856866842358517,0.000632520817608382,0
BTCUSDT,2020-03-25,0.053287624566572676,0.05424649985291216,0.051740678710222934,0.05274646344878618,0.0276555214107324,0.047823255164345935,0.05312441136241973,4.46377310114876e-13,0.0003623634107130305,0.5307012350285474,-0.009976692879763771,0.05060444015034626,0.06101047375579728,0.33162265491778886,0.3782236623666317,0.0005585514899170076,1
BTCUSDT,2020-03-26,0.052747523963501824,0.052835027731747,0.052228491520187326,0.0532276328872286,0.01711268339372743,0.02900865411400739,0.0369998685355395,0.0,0.00037053829274861366,0.5311579727803633,0.0089750098466026,0.051274410351883785,0.06027801181454225,0.2411594594088583,0.7092889666903205,0.0003474611105906593,0
BTCUSDT,2020-03-27,0.05322805051462106,0.05333145412005746,0.05020406835883511,0.05019071748441118,0.017088737499179756,0.028939124169673647,0.03535666202273588,0.0,0.00037474211527298296,0.5313363179977393,-0.05614216844580078,0.05145006211605671,0.059588824691060006,0.272027839092681,0.5758333229058055,0.00036768408885268716,0
BTCUSDT,2020-03-28,0.05019186136556091,0.0495038393136229,0.04827720775947577,0.049207503577658976,0.019287196286453062,0.0304697548418928,0.04077912442287466,0.0,0.0003811869517582611,0.5316417764730277,-0.01925741180762719,0.051507936896331784,0.05885406748574036,0.2752606772339467,0.6259117041568726,0.0004213516581085245,0
BTCUSDT,2020-03-29,0.049208648642919954,0.048758287620042744,0.04699718694612921,0.04635541247774402,0.012881973903825793,0.019315828228644735,0.025635966770918582,0.0,0.000392499693598114,0.5317471403141876,-0.05695846327756082,0.05158394196815268,0.05805541501481985,0.27280122934711465,0.5424939192984076,0.000303405687552787,1
BTCUSDT,2020-03-30,0.04634917443772171,0.05139944415155542,0.046925641067334434,0.05047389529341943,0.024808674788032968,0.04020580908002347,0.044646045337970515,4.46377310114876e-13,0.000395376518105478,0.5318230216126372,0.0872170326213737,0.05149896496542544,0.05745057032369234,0.23771346359812312,0.6527403084942559,0.0005246726725376699,1
BTCUSDT,2020-03-31,0.050475600852888464,0.050798481898123846,0.050695133254199255,0.05060283874713852,0.014818894369497626,0.024027802460616088,0.028383157172941133,0.0,0.00040051173723296835,0.531827371495988,0.002511580481610265,0.05110946664550689,0.05684793851710238,0.22091702819482084,0.6273749188978628,0.0003180941273043634,1
BTCUSDT,2020-04-01,0.05061763117351168,0.05204141174813391,0.04930250898388592,0.052469387571585306,0.020218762450600863,0.032797270083664724,0.042927612307005446,0.0,0.0004115376216291475,0.5320158664411818,0.03626584134630395,0.051069256082444815,0.05620244663104833,0.23290272081367186,0.6422189471708274,0.0004140008020967116,1
BTCUSDT,2020-04-02,0.05247406140157833,0.056150353347880044,0.05256183027366299,0.05368310998121891,0.03133456160444954,0.05553043664532257,0.06562008517600261,0.0,0.0004156075288541672,0.5323029587423234,0.022756558862668808,0.051135357074693764,0.05564397593231552,0.23602921444437802,0.5732627693701126,0.0006202711511531867,0
BTCUSDT,2020-04-03,0.05368240302135184,0.054960643198550006,0.052977284183482666,0.053201458811318006,0.021630690387461085,0.038063449724063184,0.048379053788019086,0.0,0.0004161442428447723,0.5323353412072667,-0.008829732900211718,0.05157229010983275,0.055071077453651765,0.20616487662895355,0.5554543458518154,0.0004360003004440818,1
