timestamp,open,high,low,close,volume,Close time,Quote asset volume,Number of trades,Taker buy base,Taker buy quote,Ignore,bid_ask_spread,volume_24h,num_trades_24h,symbol
2021-01-01,28923.63000000,29600.00000000,28624.57000000,29331.69000000,54182.92501100,1609545599999,1582526989.16187265,1314910,27455.80172500,802247744.54510409,0,0.010000000009313226,18918.94221,4243309,BTCUSDT
2021-01-02,29331.70000000,33300.00000000,28946.53000000,32178.33000000,129993.87336200,1609631999999,4073842163.67154117,2245922,67446.30524600,2110334723.88714587,0,0.010000000009313226,18918.94221,4243309,BTCUSDT
2021-01-03,32176.45000000,34778.11000000,31962.99000000,33000.05000000,120957.56675000,1609718399999,4057598425.49201649,2369698,59750.33287100,2004428433.93184622,0,0.010000000009313226,18918.97657,4243321,BTCUSDT
2021-01-04,33000.05000000,33600.00000000,28130.00000000,31988.71000000,140899.88569000,1609804799999,4429010349.69534487,2642408,69088.46923000,2173435409.01698791,0,0.010000000009313226,18918.96898,4243319,BTCUSDT
2021-01-05,31989.75000000,34360.00000000,29900.00000000,33949.53000000,116049.99703800,1609891199999,3743617144.64691529,2526851,59691.75475500,1927195093.64154965,0,0.010000000009313226,18918.96898,4243319,BTCUSDT
2021-01-06,33949.53000000,36939.21000000,33288.00000000,36769.36000000,127139.20131000,1609977599999,4431954248.51961439,2591783,63052.91465200,2199632470.22154891,0,0.010000000009313226,18918.98029,4243320,BTCUSDT
2021-01-07,36769.36000000,40365.00000000,36300.00000000,39432.28000000,132825.70043700,1610063999999,5062569943.38337156,2814686,65055.10713600,2482583239.85649706,0,0.010000000009313226,18918.98029,4243320,BTCUSDT
2021-01-08,39432.48000000,41950.00000000,36500.00000000,40582.81000000,139789.95749900,1610150399999,5568443208.73136537,2925632,67300.15521600,2684975445.97890497,0,0.010000000009313226,18918.47347,4243304,BTCUSDT
2021-01-09,40586.96000000,41380.00000000,38720.00000000,40088.22000000,75785.97967500,1610236799999,3054779029.16177669,1998156,37007.32190900,1491990705.55169908,0,0.010000000009313226,18918.53763,4243310,BTCUSDT
2021-01-10,40088.22000000,41350.00000000,35111.11000000,38150.02000000,118209.54450300,1610323199999,4604034729.50707020,2628050,55451.34467300,2160976896.82802737,0,0.010000000009313226,18918.53763,4243310,BTCUSDT
2021-01-11,38150.02000000,38264.74000000,30420.00000000,35404.47000000,251156.13828700,1610409599999,8497730017.89850578,4472957,123241.58878200,4171891522.05678609,0,0.010000000009313226,18918.54679,4243310,BTCUSDT
2021-01-12,35410.37000000,36628.00000000,32531.00000000,34051.24000000,133948.15199600,1610495999999,4651302423.48411635,2674145,65098.31019600,2261732478.83005161,0,0.010000000009313226,18918.54679,4243310,BTCUSDT
2021-01-13,34049.15000000,37850.00000000,32380.00000000,37371.38000000,124477.91493800,1610582399999,4322876606.41962586,2514289,63981.03830600,2222872691.37191206,0,0.010000000009313226,18918.55196,4243312,BTCUSDT
2021-01-14,37371.38000000,40100.00000000,36701.23000000,39144.50000000,102950.38942100,1610668799999,3974826638.14508874,2297466,51264.46709200,1979442593.04999946,0,0.010000000009313226,18918.5506,4243311,BTCUSDT
2021-01-15,39145.21000000,39747.76000000,34408.00000000,36742.22000000,118300.92091600,1610755199999,4371588898.68163653,2560801,57738.03422000,2133723812.75986223,0,0.010000000009313226,18918.5506,4243311,BTCUSDT
2021-01-16,36737.43000000,37950.00000000,35357.80000000,35994.98000000,86348.43150800,1610841599999,3178840336.14928450,2066363,42420.42373600,1563160122.01133437,0,0.010000000009313226,18918.5526,4243311,BTCUSDT
2021-01-17,35994.98000000,36852.50000000,33850.00000000,35828.61000000,80157.72738400,1610927999999,2843103040.24066405,1860642,39513.63856100,1402648632.85122460,0,0.010000000009313226,18918.53445,4243309,BTCUSDT
2021-01-18,35824.99000000,37469.83000000,34800.00000000,36631.27000000,70698.11875000,1611014399999,2554843260.52439897,1707766,35621.50604800,1289347187.16652892,0,0.010000000009313226,18918.53445,4243309,BTCUSDT
2021-01-19,36622.46000000,37850.00000000,35844.06000000,35891.49000000,79611.30776900,1611100799999,2935348499.34421406,1939371,38704.68162000,1428235709.85196932,0,0.010000000009313226,18918.54063,4243307,BTCUSDT
2021-01-20,35901.94000000,36415.31000000,33400.00000000,35468.23000000,89368.42291800,1611187199999,3126721093.52077622,2234539,42546.63407700,1489289968.43647013,0,0.010000000009313226,18918.53913,4243305,BTCUSDT
2021-01-21,35468.23000000,35600.00000000,30071.00000000,30850.13000000,135004.07665800,1611273599999,4386783586.50422555,2881505,63256.21044800,2057240516.61919266,0,0.010000000009313226,18918.53913,4243305,BTCUSDT
2021-01-22,30851.99000000,33826.53000000,28850.00000000,32945.17000000,142971.68404900,1611359999999,4483295872.02227268,2707810,70150.18845500,2201161570.49867076,0,0.010000000009313226,18918.53931,4243305,BTCUSDT
2021-01-23,32950.00000000,33456.00000000,31390.16000000,32078.00000000,64595.28767500,1611446399999,2089098295.75843661,1700056,32680.77612800,1057114174.55222724,0,0.010000000009313226,18918.53931,4243305,BTCUSDT
2021-01-24,32078.00000000,33071.00000000,30900.00000000,32259.90000000,57978.03796600,1611532799999,1864609665.36570168,1528287,27826.11919700,895721122.01695440,0,0.010000000009313226,18918.53714,4243304,BTCUSDT
2021-01-25,32259.45000000,34875.00000000,31910.00000000,32254.20000000,88499.22692100,1611619199999,2958759288.56356839,2106548,44489.52413200,1488432034.49242141,0,0.010000000009313226,18918.53542,4243302,BTCUSDT
2021-01-26,32254.19000000,32921.88000000,30837.37000000,32467.77000000,84972.20691000,1611705599999,2708545364.49464120,2010392,42402.31291700,1352678098.86632097,0,0.010000000009313226,18918.53542,4243302,BTCUSDT
2021-01-27,32464.01000000,32557.29000000,29241.72000000,30366.15000000,95911.96171100,1611791999999,2958081421.64155914,2065953,46664.38163800,1440079785.12051182,0,0.010000000009313226,18920.44307,4243358,BTCUSDT
2021-01-28,30362.19000000,33783.98000000,29842.10000000,33364.86000000,92621.14561700,1611878399999,2953553214.06568187,2060660,46067.78232600,1468956156.48507130,0,0.010000000009313226,18920.43448,4243356,BTCUSDT
2021-01-29,33368.18000000,38531.90000000,31915.40000000,34252.20000000,231827.00562600,1611964799999,8195593336.22846664,4403349,116537.24784700,4121941033.63732514,0,0.010000000009313226,18920.43448,4243356,BTCUSDT
2021-01-30,34246.28000000,34933.00000000,32825.00000000,34262.88000000,84889.68134000,1612051199999,2884500062.93807842,2201040,42418.46709900,1441981400.65363825,0,0.010000000009313226,18920.42934,4243355,BTCUSDT
2021-01-31,34262.89000000,34342.69000000,32171.67000000,33092.98000000,68742.28038400,1612137599999,2289641045.75801233,1707064,32480.44735800,1082502551.52057114,0,0.010000000009313226,18920.40581,4243359,BTCUSDT
2021-02-01,33092.97000000,34717.27000000,32296.16000000,33526.37000000,82718.27688200,1612223999999,2791776658.00560560,1810492,41855.84148600,1413158966.72809792,0,0.010000000009313226,18920.40581,4243359,BTCUSDT
2021-02-02,33517.09000000,35984.33000000,33418.00000000,35466.24000000,78056.65988000,1612310399999,2716321896.31760851,1789672,39216.56310600,1364790964.63689959,0,0.010000000009313226,18920.52913,4243348,BTCUSDT
2021-02-03,35472.71000000,37662.63000000,35362.38000000,37618.87000000,80784.33366300,1612396799999,2951232788.18430528,1881740,39863.07506000,1456248046.14191715,0,0.010000000009313226,18920.57375,4243371,BTCUSDT
2021-02-04,37620.26000000,38708.27000000,36161.95000000,36936.66000000,92080.73589800,1612483199999,3452669022.15329251,2211866,45516.21369000,1707710013.88953844,0,0.010000000009313226,18920.57375,4243371,BTCUSDT
2021-02-05,36936.65000000,38310.12000000,36570.00000000,38290.24000000,66681.33427500,1612569599999,2509278291.75158661,1853253,32756.38503100,1232713879.83813833,0,0.010000000009313226,18920.50483,4243370,BTCUSDT
2021-02-06,38289.32000000,40955.51000000,38215.94000000,39186.94000000,98757.31118300,1612655999999,3922095148.92815047,2291646,52015.51336200,2065180747.34722405,0,0.010000000009313226,18920.50483,4243370,BTCUSDT
2021-02-07,39181.01000000,39700.00000000,37351.00000000,38795.69000000,84363.67976300,1612742399999,3256521384.24061093,1976357,40764.38895900,1574482907.56390225,0,0.010000000009313226,18920.43097,4243367,BTCUSDT
2021-02-08,38795.69000000,46794.45000000,37988.89000000,46374.87000000,138597.53691400,1612828799999,5881536976.63569947,3230961,72345.89156800,3069313839.44113577,0,0.010000000009313226,18920.58795,4243385,BTCUSDT
2021-02-09,46374.86000000,48142.19000000,44961.09000000,46420.42000000,115499.86171200,1612915199999,5386255398.01718726,3119034,57429.56434700,2679451036.49180349,0,0.010000000009313226,18920.58795,4243385,BTCUSDT
2021-02-10,46420.42000000,47310.00000000,43727.00000000,44807.58000000,97154.18220000,1613001599999,4431650130.25110525,2891592,47971.98573100,2190231238.81758670,0,0.010000000009313226,18920.59436,4243389,BTCUSDT
2021-02-11,44807.58000000,48678.90000000,43994.02000000,47969.51000000,89561.08145400,1613087999999,4185630934.41089499,2570949,46138.33674000,2158335922.69232338,0,0.010000000009313226,18920.59541,4243389,BTCUSDT
2021-02-12,47968.66000000,48985.80000000,46125.00000000,47287.60000000,85870.03569700,1613174399999,4080571908.96766153,2418841,41841.03913500,1990472918.92858487,0,0.010000000009313226,18920.59541,4243389,BTCUSDT
2021-02-13,47298.15000000,48150.00000000,46202.53000000,47153.69000000,63768.09739900,1613260799999,3007710147.41815964,2058823,30996.30985900,1462495399.99281157,0,0.010000000009313226,18920.6522,4243396,BTCUSDT
2021-02-14,47156.78000000,49707.43000000,47014.17000000,48577.79000000,73735.47553300,1613347199999,3584808348.83473272,2090070,38752.15668100,1884009921.06286063,0,0.010000000009313226,18920.6522,4243396,BTCUSDT
2021-02-15,48580.47000000,49010.92000000,45570.79000000,47911.10000000,79398.15678400,1613433599999,3782219060.66472205,2313155,38176.36466100,1819251655.78142706,0,0.010000000009313226,18920.67364,4243399,BTCUSDT
2021-02-16,47911.10000000,50689.18000000,47003.62000000,49133.45000000,88813.26629800,1613519999999,4349983777.69236727,2199849,45608.60383800,2236524604.98835597,0,0.010000000009313226,18920.67414,4243398,BTCUSDT
2021-02-17,49133.45000000,52618.74000000,48947.00000000,52119.71000000,85743.63781800,1613606399999,4365831514.81529820,2514374,45055.44624100,2294099235.28002256,0,0.010000000009313226,18920.67414,4243398,BTCUSDT
2021-02-18,52117.67000000,52530.00000000,50901.90000000,51552.60000000,60758.04695400,1613692799999,3149973077.48746591,1891592,28893.35862300,1498231635.84390890,0,0.010000000009313226,18920.67501,4243401,BTCUSDT
2021-02-19,51552.61000000,56368.00000000,50710.20000000,55906.00000000,79659.77802000,1613779199999,4251167827.68424644,2339215,40556.02024600,2164871310.22394144,0,0.010000000009313226,18920.67514,4243402,BTCUSDT
2021-02-20,55906.00000000,57700.46000000,53863.93000000,55841.19000000,80948.20531400,1613865599999,4551890859.85127464,2642846,38636.06627400,2172833878.44096487,0,0.010000000009313226,18920.67975,4243403,BTCUSDT
2021-02-21,55841.19000000,58352.80000000,55477.59000000,57408.57000000,58166.70851100,1613951999999,3317998263.34788921,1950533,29506.08908500,1683107088.15736952,0,0.010000000009313226,18920.64061,4243390,BTCUSDT
2021-02-22,57412.35000000,57508.47000000,47622.00000000,54087.67000000,134019.43494400,1614038399999,7213386720.43679782,3313083,63677.66197900,3427217154.52097287,0,0.00999999999476131,18920.64061,4243390,BTCUSDT
2021-02-23,54087.67000000,54183.59000000,44892.56000000,48891.00000000,169375.02505100,1614124799999,8215839131.24338574,3825196,82464.14299200,4002195292.09735604,0,0.00999999999476131,18921.15804,4243465,BTCUSDT
2021-02-24,48891.00000000,51374.99000000,46988.69000000,49676.20000000,91881.20925200,1614211199999,4574033001.37953613,2194532,45750.71483100,2278566606.13834688,0,0.00999999999476131,18922.22819,4243769,BTCUSDT
2021-02-25,49676.21000000,52041.73000000,46674.34000000,47073.73000000,83310.67312100,1614297599999,4152188728.14161469,2305679,40610.66475900,2026068517.64636189,0,0.00999999999476131,18922.22819,4243769,BTCUSDT
2021-02-26,47073.73000000,48424.11000000,44106.78000000,46276.87000000,109423.20066300,1614383999999,5086374532.73461493,2371766,53626.90462200,2494190193.25228294,0,0.00999999999476131,18922.40253,4243870,BTCUSDT
2021-02-27,46276.88000000,48394.00000000,45000.00000000,46106.43000000,66060.83429200,1614470399999,3105897438.55097179,1757720,31987.01964700,1505012110.94959802,0,0.00999999999476131,18922.40253,4243870,BTCUSDT
2021-02-28,46103.67000000,46638.46000000,43000.00000000,45135.66000000,83055.36904200,1614556799999,3708359965.45458128,1838345,40688.17185000,1817797446.60238093,0,0.00999999999476131,18922.3995,4243868,BTCUSDT
2021-03-01,45134.11000000,49790.00000000,44950.53000000,49587.03000000,85086.11164800,1614643199999,4057515794.86572823,2147223,42616.99436100,2032566685.61430702,0,0.00999999999476131,18922.32054,4243824,BTCUSDT
2021-03-02,49595.76000000,50200.00000000,47047.60000000,48440.65000000,64221.06214000,1614729599999,3120472069.90945280,1855583,31377.03807700,1525145370.14352052,0,0.00999999999476131,18922.23773,4243744,BTCUSDT
2021-03-03,48436.61000000,52640.00000000,48100.71000000,50349.37000000,81035.91370500,1614815999999,4109521257.54070026,2242131,40955.36839900,2077586898.67821050,0,0.00999999999476131,18921.59253,4243120,BTCUSDT
2021-03-04,50349.37000000,51773.88000000,47500.00000000,48374.09000000,82649.71682900,1614902399999,4079837240.85676201,2291936,40269.97788800,1987955554.80481454,0,0.00999999999476131,18921.59253,4243120,BTCUSDT
2021-03-05,48374.09000000,49448.93000000,46300.00000000,48751.71000000,78192.49637200,1614988799999,3727133104.83731038,2054216,38318.31037700,1827025012.21754943,0,0.00999999999476131,18921.36013,4242835,BTCUSDT
2021-03-06,48746.81000000,49200.00000000,47070.00000000,48882.20000000,44399.23424200,1615075199999,2143910705.29150321,1476474,21500.61561700,1038365872.97995482,0,0.00999999999476131,18921.36382,4242835,BTCUSDT
2021-03-07,48882.20000000,51450.03000000,48882.20000000,50971.75000000,55235.02803200,1615161599999,2778875909.44912621,1758101,27885.59696400,1402782879.72115338,0,0.00999999999476131,18921.36382,4242835,BTCUSDT
2021-03-08,50959.11000000,52402.78000000,49274.67000000,52375.17000000,66987.35966400,1615247999999,3400847931.03607402,1999401,33595.42957000,1706117798.10549939,0,0.00999999999476131,18921.36394,4242835,BTCUSDT
