symbol,timestamp,open,high,low,close,volume
ETHEUR,2021-02-08,1342.57000000,1476.11000000,1302.67000000,1455.70000000,67501.75105000
ETHEUR,2021-02-09,1455.82000000,1510.34000000,1418.49000000,1464.80000000,63700.60617000
ETHEUR,2021-02-10,1465.06000000,1518.08000000,1385.64000000,1441.39000000,65764.30150000
ETHEUR,2021-02-11,1440.54000000,1497.81000000,1410.12000000,1475.39000000,43133.09105000
ETHEUR,2021-02-12,1475.62000000,1542.00000000,1438.52000000,1522.93000000,47241.94321000
ETHEUR,2021-02-13,1523.27000000,1548.00000000,1465.30000000,1504.07000000,30592.45810000
ETHEUR,2021-02-14,1504.91000000,1529.00000000,1479.57000000,1490.90000000,25622.38105000
ETHEUR,2021-02-15,1491.01000000,1517.98000000,1379.76000000,1470.63000000,53603.55858000
ETHEUR,2021-02-16,1470.91000000,1536.00000000,1431.31000000,1476.65000000,43238.73716000
ETHEUR,2021-02-17,1476.28000000,1544.37000000,1437.61000000,1539.12000000,42657.47806000
ETHEUR,2021-02-18,1539.50000000,1617.64000000,1539.11000000,1608.82000000,50110.93995000
ETHEUR,2021-02-19,1609.50000000,1628.94000000,1570.61000000,1615.60000000,48427.64308000
ETHEUR,2021-02-20,1616.01000000,1680.50000000,1485.18000000,1582.53000000,52336.46823000
ETHEUR,2021-02-21,1581.95000000,1631.00000000,1558.33000000,1597.00000000,33934.15989000
ETHEUR,2021-02-22,1597.19000000,1599.74000000,1275.00000000,1466.50000000,109716.51760000
ETHEUR,2021-02-23,1466.26000000,1469.54000000,1114.42000000,1300.91000000,169628.77860000
ETHEUR,2021-02-24,1300.99000000,1421.71000000,1237.37000000,1338.03000000,83763.13992000
ETHEUR,2021-02-25,1338.00000000,1367.49000000,1203.17000000,1223.41000000,57402.71260000
ETHEUR,2021-02-26,1223.33000000,1293.78000000,1158.13000000,1201.43000000,68554.83382000
ETHEUR,2021-02-27,1201.76000000,1268.66000000,1188.55000000,1214.98000000,34660.92417000
ETHEUR,2021-02-28,1215.02000000,1222.78000000,1077.84000000,1176.52000000,59362.50652000
ETHEUR,2021-03-01,1176.21000000,1307.67000000,1169.88000000,1305.52000000,50871.04810000
ETHEUR,2021-03-02,1305.55000000,1332.73000000,1206.71000000,1235.35000000,50591.07404000
ETHEUR,2021-03-03,1234.79000000,1373.70000000,1226.21000000,1305.15000000,45112.78997000
ETHEUR,2021-03-04,1304.82000000,1350.35000000,1260.13000000,1289.45000000,49238.13919000
ETHEUR,2021-03-05,1289.88000000,1300.62000000,1210.82000000,1284.44000000,45804.05748000
ETHEUR,2021-03-06,1284.15000000,1406.00000000,1273.07000000,1386.49000000,39296.73739000
ETHEUR,2021-03-07,1386.72000000,1454.82000000,1367.07000000,1447.97000000,34477.23250000
ETHEUR,2021-03-08,1447.95000000,1553.18000000,1405.27000000,1545.52000000,43570.92416000
ETHEUR,2021-03-09,1545.97000000,1574.16000000,1513.91000000,1574.15000000,35086.17920000
ETHEUR,2021-03-10,1574.15000000,1580.72000000,1480.00000000,1508.29000000,46227.86225000
ETHEUR,2021-03-11,1508.00000000,1541.82000000,1448.47000000,1524.03000000,39713.95876000
ETHEUR,2021-03-12,1524.41000000,1537.18000000,1443.97000000,1475.36000000,36687.05304000
ETHEUR,2021-03-13,1475.18000000,1601.49000000,1447.02000000,1578.65000000,37361.61280000
ETHEUR,2021-03-14,1578.95000000,1587.80000000,1528.57000000,1542.63000000,23845.52476000
ETHEUR,2021-03-15,1541.79000000,1576.53000000,1460.70000000,1508.80000000,53439.67890000
ETHEUR,2021-03-16,1508.06000000,1528.41000000,1441.37000000,1517.04000000,42787.75568000
ETHEUR,2021-03-17,1517.60000000,1537.63000000,1467.38000000,1520.95000000,34523.79773000
ETHEUR,2021-03-18,1520.95000000,1540.63000000,1479.56000000,1493.56000000,33014.20530000
